,GeneStableID,GeneName,GeneDescription,baseMean,log2FC,padj,neglogpadj
1043033,ENSGALG00000015910,CD109,CD109 molecule [Source:NCBI gene;Acc:421862],22.7226039603933,-1.11526601773719,0.775798142914957,0.11025126433734404
1043267,ENSGALG00000006412,VGLL1,vestigial like family member 1 [Source:NCBI gene;Acc:770844],79.6157297026175,0.5045230316079939,0.775798142914957,0.11025126433734404
1043317,ENSGALG00000014678,ELL2,elongation factor for RNA polymerase II 2 [Source:NCBI gene;Acc:427119],352.549983405139,-0.46857191332932396,0.775798142914957,0.11025126433734404
1043362,ENSGALG00000012833,VPS33B,"VPS33B, late endosome and lysosome associated [Source:NCBI gene;Acc:425858]",52.3624427655013,0.604637811610412,0.775798142914957,0.11025126433734404
1043549,ENSGALG00000000630,HAS3,hyaluronan synthase 3 [Source:NCBI gene;Acc:427564],33.4885265845271,-0.7879033463281729,0.775798142914957,0.11025126433734404
1043745,ENSGALG00000007326,PMM2,phosphomannomutase 2 [Source:NCBI gene;Acc:427679],4249.880884873221,-0.25412809085349697,0.775798142914957,0.11025126433734404
1044105,ENSGALG00000043363,KIAA0556,KIAA0556 [Source:NCBI gene;Acc:426427],489.705277466986,-0.4377572885865779,0.775798142914957,0.11025126433734404
1044599,ENSGALG00000001097,WNT9B,Wnt family member 9B [Source:NCBI gene;Acc:771092],15.777407720636699,-1.49772690211178,0.775798142914957,0.11025126433734404
1045169,ENSGALG00000001860,RSBN1,round spermatid basic protein 1 [Source:HGNC Symbol;Acc:HGNC:25642],406.01157599496497,0.27494227368077195,0.775798142914957,0.11025126433734404
1045173,ENSGALG00000037735,CenpA,centromere protein A [Source:NCBI gene;Acc:100113359],9.43941433391816,-1.15504041937176,0.775798142914957,0.11025126433734404
1045553,ENSGALG00000005800,DCAF12L2,DDB1 and CUL4 associated factor 12 like 2 [Source:NCBI gene;Acc:427396],1148.70793099107,-0.221414732356873,0.7761304178258871,0.11006529551616585
1045623,ENSGALG00000040783,MAP4,microtubule associated protein 4 [Source:NCBI gene;Acc:396097],2595.0633041173396,-0.482786412659735,0.776173536218653,0.11004116869486541
1046059,ENSGALG00000010818,PLPP3,phospholipid phosphatase 3 [Source:NCBI gene;Acc:424666],1229.42393773082,-0.400742272884836,0.776173536218653,0.11004116869486541
1047499,ENSGALG00000015804,LTN1,listerin E3 ubiquitin protein ligase 1 [Source:NCBI gene;Acc:418482],1750.60213247921,-0.286702037696411,0.77622415536948,0.11001284654776396
1047642,ENSGALG00000017323,FAM168A,family with sequence similarity 168 member A [Source:NCBI gene;Acc:419066],174.909380432285,-0.423593523595375,0.77622415536948,0.11001284654776396
1047646,ENSGALG00000035669,ADNP2,ADNP homeobox 2 [Source:NCBI gene;Acc:420805],1423.79260489486,0.27708291169329996,0.77622415536948,0.11001284654776396
1047702,ENSGALG00000008287,PSMD10,"proteasome 26S subunit, non-ATPase 10 [Source:NCBI gene;Acc:422351]",388.912275295661,0.46987705818949604,0.77622415536948,0.11001284654776396
1048162,ENSGALG00000008517,MCTS1,"MCTS1, re-initiation and release factor [Source:NCBI gene;Acc:422363]",706.455783318012,0.430708737216219,0.77622415536948,0.11001284654776396
1048247,ENSGALG00000015635,HTT,huntingtin [Source:NCBI gene;Acc:422878],1010.1157962155401,0.40133229514884894,0.77622415536948,0.11001284654776396
1049832,ENSGALG00000027332,TMEM167A,transmembrane protein 167A [Source:NCBI gene;Acc:770790],6256.67773154937,0.28406392023006,0.77622415536948,0.11001284654776396
1049834,ENSGALG00000005716,SBF2,SET binding factor 2 [Source:NCBI gene;Acc:423043],1511.84680628168,0.34304120357394,0.77622415536948,0.11001284654776396
1049911,ENSGALG00000005505,PIK3CB,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta [Source:NCBI gene;Acc:424826]",634.645225591785,0.308987853918942,0.77622415536948,0.11001284654776396
1054741,ENSGALG00000008349,LMCD1,LIM and cysteine rich domains 1 [Source:NCBI gene;Acc:416113],63.668389559835504,-0.445508046291121,0.77622415536948,0.11001284654776396
1054811,ENSGALG00000002849,DCXR,dicarbonyl and L-xylulose reductase [Source:NCBI gene;Acc:374066],294.528482415891,0.390779948713981,0.77622415536948,0.11001284654776396
1054951,ENSGALG00000043607,CENPX,centromere protein X [Source:NCBI gene;Acc:101751277],1922.7549279716898,0.254409146306504,0.77622415536948,0.11001284654776396
1055077,ENSGALG00000001939,HIPK1,homeodomain interacting protein kinase 1 [Source:NCBI gene;Acc:419880],1399.00358371465,-0.35304948359339505,0.77622415536948,0.11001284654776396
1055773,ENSGALG00000047320,MFAP5,microfibrillar associated protein 5 [Source:NCBI gene;Acc:418256],80.7792732953477,0.534497671465734,0.7763084864376428,0.10996566619663198
1055797,ENSGALG00000016685,ASMT,acetylserotonin O-methyltransferase [Source:NCBI gene;Acc:396286],9.59111995233917,1.22636114701593,0.7763084864376428,0.10996566619663198
1055842,ENSGALG00000012683,RNF144B,ring finger protein 144B [Source:NCBI gene;Acc:420827],20.9303497162477,-0.908992824463152,0.7763084864376428,0.10996566619663198
1056037,ENSGALG00000006216,MYOD1,myogenic differentiation 1 [Source:NCBI gene;Acc:374048],13.953903167450099,1.56415155500552,0.7763084864376428,0.10996566619663198
1057519,ENSGALG00000004517,PARP3,poly(ADP-ribose) polymerase family member 3 [Source:NCBI gene;Acc:771158],18.6335239482806,0.990425330928999,0.7763084864376428,0.10996566619663198
1058025,ENSGALG00000005888,PGP,phosphoglycolate phosphatase [Source:NCBI gene;Acc:416559],2187.14881656742,0.38259972316106394,0.7763084864376428,0.10996566619663198
1058181,ENSGALG00000027103,TSPAN19,tetraspanin 19 [Source:NCBI gene;Acc:100859115],16.1800141209443,1.23500273886193,0.776352632886382,0.1099409698107309
1058187,ENSGALG00000009848,LPGAT1,lysophosphatidylglycerol acyltransferase 1 [Source:NCBI gene;Acc:421375],634.324826424654,0.342343857404255,0.776352632886382,0.1099409698107309
1058369,ENSGALG00000007341,MED19,mediator complex subunit 19 [Source:NCBI gene;Acc:428854],207.70960590957802,0.36248481796843895,0.776352632886382,0.1099409698107309
1058435,ENSGALG00000031270,CSK,C-terminal Src kinase [Source:NCBI gene;Acc:396396],16.6807314523654,1.02519813393243,0.776352632886382,0.1099409698107309
1058720,ENSGALG00000042762,ZBTB26,zinc finger and BTB domain containing 26 [Source:NCBI gene;Acc:417107],820.599755108004,0.353549656896266,0.776352632886382,0.1099409698107309
1058748,ENSGALG00000003965,LEUTX,leucine twenty homeobox [Source:NCBI gene;Acc:422976],223.365211677197,0.38194964878621207,0.7765419460348392,0.10983508025808515
1058825,ENSGALG00000005872,BANP,BTG3 associated nuclear protein [Source:NCBI gene;Acc:415834],1379.34535265601,-0.34813114910679305,0.777274901994371,0.10942535532465227
1058994,ENSGALG00000010580,STRN,striatin [Source:NCBI gene;Acc:421470],766.416501622713,-0.27812484822062605,0.7777126383016859,0.10918084343900586
1059081,ENSGALG00000042994,DDX41,DEAD-box helicase 41 [Source:NCBI gene;Acc:427630],323.939261995977,-0.663782507371008,0.7777126383016859,0.10918084343900586
1059398,ENSGALG00000001502,UTP11,"UTP11, small subunit processome component homolog (S. cerevisiae) [Source:NCBI gene;Acc:419606]",2330.44368852998,0.28548613750158697,0.777982340208708,0.10903026115549921
1059510,ENSGALG00000013990,RPS12,ribosomal protein S12 [Source:NCBI gene;Acc:421698],20327.1998947301,0.310067532078918,0.778343696837856,0.10882858722712871
1060050,ENSGALG00000002439,BDP1,"B double prime 1, subunit of RNA polymerase III transcription initiation factor IIIB-like [Source:NCBI gene;Acc:427394]",1752.58080995193,0.301488098718271,0.778343696837856,0.10882858722712871
1060120,ENSGALG00000024481,CENPS,centromere protein S [Source:NCBI gene;Acc:771417],1349.9101038131698,0.308518321272875,0.778343696837856,0.10882858722712871
1060498,ENSGALG00000001019,BTBD2,BTB domain containing 2 [Source:NCBI gene;Acc:420080],128.719961998248,0.5828384711907271,0.77844732478396,0.10877076951800098
1060509,ENSGALG00000017173,GUCY1A2,guanylate cyclase 1 soluble subunit alpha 2 [Source:NCBI gene;Acc:771678],112.253053089677,-0.8350147044194319,0.7787870667051099,0.10858126940835269
1060572,ENSGALG00000011392,MSH4,mutS homolog 4 [Source:NCBI gene;Acc:424725],1699.0537630812198,0.34349508330655604,0.7787870667051099,0.10858126940835269
1061016,ENSGALG00000029691,NFKBIB,NFKB inhibitor beta [Source:NCBI gene;Acc:100858419],37.1626053063317,0.6518242057257679,0.7787870667051099,0.10858126940835269
1061020,ENSGALG00000004176,ATOX1,antioxidant 1 copper chaperone [Source:NCBI gene;Acc:770231],2571.00640205752,0.300416040350971,0.778990666697467,0.10846774569851436
1061103,ENSGALG00000040006,TBL1X,transducin beta like 1X-linked [Source:NCBI gene;Acc:426045],9843.95419588521,-0.18176845273668396,0.7790137932580291,0.1084548526190702
1061343,ENSGALG00000016899,DCT,dopachrome tautomerase [Source:NCBI gene;Acc:395775],22.0959850206073,-0.841208452764187,0.7790137932580291,0.1084548526190702
1061721,ENSGALG00000038704,KBTBD2,kelch repeat and BTB domain containing 2 [Source:NCBI gene;Acc:420749],1583.06097719479,-0.231283940485068,0.7790137932580291,0.1084548526190702
1061757,ENSGALG00000041625,LSM5,"LSM5 homolog, U6 small nuclear RNA and mRNA degradation associated [Source:NCBI gene;Acc:420751]",5684.502392246421,0.26112468041011805,0.7790137932580291,0.1084548526190702
1061952,ENSGALG00000009007,PCARE,photoreceptor cilium actin regulator [Source:HGNC Symbol;Acc:HGNC:34383],23.3741235015282,1.2269972118869,0.7790137932580291,0.1084548526190702
1061983,ENSGALG00000015029,EVC2,EvC ciliary complex subunit 2 [Source:NCBI gene;Acc:770095],139.498526903701,0.515165005273124,0.7790137932580291,0.1084548526190702
1062046,ENSGALG00000033077,TRMT1L,tRNA methyltransferase 1 like [Source:NCBI gene;Acc:426860],4264.80670701488,0.220793870909181,0.7790137932580291,0.1084548526190702
1062136,ENSGALG00000002868,RPL26L1,ribosomal protein L26 like 1 [Source:NCBI gene;Acc:396400],40320.7708009282,0.370582805985317,0.7790137932580291,0.1084548526190702
1062355,ENSGALG00000006001,PRPF6,pre-mRNA processing factor 6 [Source:NCBI gene;Acc:419254],2247.5414277851396,-0.34610128828883097,0.7790137932580291,0.1084548526190702
1062611,ENSGALG00000004215,WIPI1,"WD repeat domain, phosphoinositide interacting 1 [Source:NCBI gene;Acc:417437]",385.072705194516,0.425344706987936,0.7790137932580291,0.1084548526190702
1063117,ENSGALG00000005279,BRIP1,BRCA1 interacting protein C-terminal helicase 1 [Source:NCBI gene;Acc:417642],1201.74667389197,0.303560158929987,0.7790137932580291,0.1084548526190702
1063900,ENSGALG00000002466,SLC2A5,solute carrier family 2 member 5 [Source:NCBI gene;Acc:419438],35.5266412137276,1.18869820539852,0.7790137932580291,0.1084548526190702
1064044,ENSGALG00000029898,YKT6,YKT6 v-SNARE homolog (S. cerevisiae) [Source:NCBI gene;Acc:430371],6.474066897168781,1.39172888117616,0.7790137932580291,0.1084548526190702
1064518,ENSGALG00000015878,LCA5,"LCA5, lebercilin [Source:NCBI gene;Acc:421852]",280.718844040913,-0.3330413648181,0.7791908895268901,0.10835613396739002
1064573,ENSGALG00000015699,NELFA,negative elongation factor complex member A [Source:NCBI gene;Acc:422896],1982.88943484812,-0.297303567091334,0.779231511968098,0.10833349299143238
1064657,ENSGALG00000035368,CTRL,chymotrypsin like [Source:NCBI gene;Acc:427531],4.66541445744252,-1.5888200268843,0.779231511968098,0.10833349299143238
1064672,ENSGALG00000033460,TMCO1,transmembrane and coiled-coil domains 1 [Source:NCBI gene;Acc:427100],4995.77698032009,0.271472375323261,0.779264901224832,0.10831488432498451
1064789,ENSGALG00000011327,NR2C1,"nuclear receptor subfamily 2, group C, member 1 [Source:NCBI gene;Acc:373913]",1898.21044899522,-0.261389132608453,0.7794178300815029,0.10822966344269068
1065103,ENSGALG00000008154,SRPK2,SRSF protein kinase 2 [Source:NCBI gene;Acc:417711],705.4394007165621,0.30737181500709,0.7795703119512901,0.1081447082938161
1065613,ENSGALG00000043100,SRPX,"sushi repeat containing protein, X-linked [Source:NCBI gene;Acc:418579]",188.766372592384,-0.37316247412537,0.7795703119512901,0.1081447082938161
1065725,ENSGALG00000030902,SNAI2,snail family transcriptional repressor 2 [Source:NCBI gene;Acc:432368],20898.683748979198,-0.27241484421558604,0.7795703119512901,0.1081447082938161
1065785,ENSGALG00000027747,TROJANZ,phosphotyrosine phosphatase kappa-like-Z [Source:NCBI gene;Acc:427414],4.0584169089463105,2.6564559241258903,0.7795703119512901,0.1081447082938161
1065791,ENSGALG00000002891,ACADL,"acyl-CoA dehydrogenase, long chain [Source:NCBI gene;Acc:424005]",854.429347129888,0.37527459208808506,0.7795703119512901,0.1081447082938161
1065840,ENSGALG00000026906,TMEM189,transmembrane protein 189 [Source:NCBI gene;Acc:100538348],532.128108879204,0.409329558369601,0.7795703119512901,0.1081447082938161
1065842,ENSGALG00000005808,KREMEN1,kringle containing transmembrane protein 1 [Source:NCBI gene;Acc:416920],198.024875079594,0.5125207578145421,0.7795703119512901,0.1081447082938161
1065932,ENSGALG00000002963,PID1,phosphotyrosine interaction domain containing 1 [Source:NCBI gene;Acc:424787],119.40023020297501,0.526675328539475,0.7796634122391529,0.10809284571452067
1066247,ENSGALG00000009222,FNDC3B,fibronectin type III domain containing 3B [Source:NCBI gene;Acc:424984],565.647030399614,-0.35426717864373497,0.7797767340752259,0.10802972684678014
1066253,ENSGALG00000027734,NAIF1,nuclear apoptosis inducing factor 1 [Source:NCBI gene;Acc:417229],1428.2063112297,-0.28419953529393,0.7797767340752259,0.10802972684678014
1066373,ENSGALG00000002364,SEC16A,"SEC16 homolog A, endoplasmic reticulum export factor [Source:NCBI gene;Acc:417136]",829.034209906319,0.38474018700086,0.7797767340752259,0.10802972684678014
1066741,ENSGALG00000043545,PNPT1,polyribonucleotide nucleotidyltransferase 1 [Source:NCBI gene;Acc:421206],1377.3654245816,0.28898150967470804,0.7802312996641658,0.10777663157001571
1067791,ENSGALG00000006045,SH3GL3,"SH3 domain containing GRB2 like 3, endophilin A3 [Source:NCBI gene;Acc:395201]",123.347430885507,-0.517324794802775,0.780423658238215,0.10766957361046306
1067819,ENSGALG00000003285,CDHR2,cadherin related family member 2 [Source:NCBI gene;Acc:416223],10.356105236771699,1.39669925571634,0.780423658238215,0.10766957361046306
1067999,ENSGALG00000042132,SUGP1,SURP and G-patch domain containing 1 [Source:NCBI gene;Acc:428349],870.920993979449,-0.41646014447640906,0.780465873661631,0.10764608197307227
1068121,ENSGALG00000011008,MAP3K21,mixed lineage kinase 4 [Source:NCBI gene;Acc:428586],362.791064059216,0.25011854410198203,0.781263854626143,0.10720226797192471
1068225,ENSGALG00000046180,TDRD1,tudor domain containing 1 [Source:NCBI gene;Acc:423906],461.07843600380204,-0.283202798898594,0.781263854626143,0.10720226797192471
1068388,ENSGALG00000030406,CDS2,CDP-diacylglycerol synthase (phosphatidate cytidylyltransferase) 2 [Source:NCBI gene;Acc:419517],338.47610818876,-0.369855820228779,0.782171527805456,0.10669799705434745
1068692,ENSGALG00000040258,FARSA,phenylalanyl-tRNA synthetase alpha subunit [Source:NCBI gene;Acc:100859604],528.560959669238,0.363795076845927,0.78220649889096,0.10667858007302465
1068952,ENSGALG00000019336,CEP83,centrosomal protein 83 [Source:NCBI gene;Acc:417904],523.341856805241,-0.237527165532673,0.7829229615378441,0.10628096977479343
1069064,ENSGALG00000010708,ICA1,islet cell autoantigen 1 [Source:NCBI gene;Acc:420581],201.901540374039,0.386407800093277,0.7829229615378441,0.10628096977479343
1069194,ENSGALG00000042761,MUL1,mitochondrial E3 ubiquitin protein ligase 1 [Source:NCBI gene;Acc:426969],88.0616829490963,0.715212725913009,0.7829229615378441,0.10628096977479343
1070045,ENSGALG00000014638,ASH1L,ASH1 like histone lysine methyltransferase [Source:NCBI gene;Acc:425064],2131.4078638020396,0.44906533365173706,0.7829229615378441,0.10628096977479343
1070683,ENSGALG00000016536,HADHA,"hydroxyacyl-CoA dehydrogenase/3-ketoacyl-CoA thiolase/enoyl-CoA hydratase (trifunctional protein), alpha subunit [Source:NCBI gene;Acc:395929]",4797.39169529459,-0.358382701471818,0.7832701082894692,0.1060884469958145
1075584,ENSGALG00000015961,SUCLG1,succinate-CoA ligase alpha subunit [Source:NCBI gene;Acc:422932],5438.0585133361,-0.22029161770282701,0.7832701082894692,0.1060884469958145
1076808,ENSGALG00000031534,ARID5B,AT-rich interaction domain 5B [Source:NCBI gene;Acc:423661],76.81803197317241,-0.7382707779676708,0.7832701082894692,0.1060884469958145
1077278,ENSGALG00000003955,CEP350,centrosomal protein 350 [Source:NCBI gene;Acc:424417],1541.2933399427302,0.381422880243755,0.7832701082894692,0.1060884469958145
1077314,ENSGALG00000003217,LITAF,lipopolysaccharide induced TNF factor [Source:NCBI gene;Acc:374125],29.707429915300303,0.980468969852662,0.7832701082894692,0.1060884469958145
1077713,ENSGALG00000007237,ALYREF,Aly/REF export factor [Source:NCBI gene;Acc:769169],1801.9096379941398,0.276323778147528,0.7832701082894692,0.1060884469958145
1077874,ENSGALG00000006424,JADE2,jade family PHD finger 2 [Source:NCBI gene;Acc:416315],28.7537646959727,0.698255118575807,0.7835877850319519,0.1059123426295312
1078028,ENSGALG00000007543,APCDD1L,APC down-regulated 1 like [Source:NCBI gene;Acc:419316],12.6608746962002,1.32107293626726,0.7835877850319519,0.1059123426295312
1078046,ENSGALG00000002038,DENND2C,DENN domain containing 2C [Source:NCBI gene;Acc:100858235],154.308788566799,0.390346170440809,0.7835877850319519,0.1059123426295312
1078048,ENSGALG00000041845,ZNF692,zinc finger protein 692 [Source:NCBI gene;Acc:427095],79.7028941285549,-0.411243531554702,0.7835877850319519,0.1059123426295312
1078120,ENSGALG00000033908,SLC10A4,solute carrier family 10 member 4 [Source:NCBI gene;Acc:770263],13.948875782413001,-0.9559964498101129,0.7837691745254791,0.10581182123140882
1078140,ENSGALG00000042387,CRELD1,cysteine rich with EGF like domains 1 [Source:NCBI gene;Acc:100858613],22.185939553558303,-0.687292245057205,0.7837691745254791,0.10581182123140882
1078149,ENSGALG00000041621,LY6E,lymphocyte antigen 6 family member E [Source:NCBI gene;Acc:395550],8778.63216741955,-0.45673064302669103,0.783797594268963,0.10579607384760455
1078184,ENSGALG00000010116,DNAH8,dynein axonemal heavy chain 8 [Source:NCBI gene;Acc:100858112],35.7156273227465,-0.75417929476146,0.783797594268963,0.10579607384760455
1078322,ENSGALG00000007877,PIP4K2A,phosphatidylinositol-5-phosphate 4-kinase type 2 alpha [Source:NCBI gene;Acc:420504],1513.75796633755,-0.30019777883848303,0.7838646431893709,0.10575892429399193
1078514,ENSGALG00000020160,ADH6,alcohol dehydrogenase 1-like [Source:NCBI gene;Acc:112529921],28.206058218002898,0.7217718658901919,0.7838646431893709,0.10575892429399193
1078531,ENSGALG00000043734,LIPG,"lipase G, endothelial type [Source:NCBI gene;Acc:426846]",26.5615133490598,0.9616263246793171,0.784126915526031,0.10561363852507755
1078867,ENSGALG00000015385,THAP1,THAP domain containing 1 [Source:NCBI gene;Acc:431620],44.5809376516037,0.52022496742205,0.784126915526031,0.10561363852507755
1079139,ENSGALG00000042308,FZD3,frizzled class receptor 3 [Source:NCBI gene;Acc:395572],3044.4539828501597,-0.628106342104716,0.7844585745728292,0.1054299855498927
1079823,ENSGALG00000010098,SLC6A9,solute carrier family 6 member 9 [Source:NCBI gene;Acc:424576],13.4979727864479,-1.23746279096418,0.7844585745728292,0.1054299855498927
1079951,ENSGALG00000005078,NUP210,nucleoporin 210 [Source:NCBI gene;Acc:415977],43.5048061296824,-0.6955763284533499,0.7844585745728292,0.1054299855498927
1079975,ENSGALG00000007780,EIF4E3,eukaryotic translation initiation factor 4E family member 3 [Source:NCBI gene;Acc:416093],155.722541922674,-0.5548565689519711,0.7844585745728292,0.1054299855498927
1080041,ENSGALG00000037167,HIST1H103,"histone cluster 1, H1.03 (similar to human histone cluster 1, class H1 genes) [Source:NCBI gene;Acc:100858354]",347.40150780944197,0.365919091827354,0.78500503393704,0.1051275582814111
1080221,ENSGALG00000017246,ME3,malic enzyme 3 [Source:NCBI gene;Acc:419019],148.180417890147,-0.405739736231735,0.78500503393704,0.1051275582814111
1080321,ENSGALG00000019690,WDR86,WD repeat domain 86 [Source:NCBI gene;Acc:770203],386.800746751421,0.37091061666827,0.78500503393704,0.1051275582814111
1080377,ENSGALG00000016124,HADH,hydroxyacyl-CoA dehydrogenase [Source:NCBI gene;Acc:420290],1237.21158558469,0.43276637992114,0.78500503393704,0.1051275582814111
1082771,ENSGALG00000014124,TEC,tec protein tyrosine kinase [Source:NCBI gene;Acc:396407],258.223270539575,0.39085173119857103,0.78500503393704,0.1051275582814111
1083101,ENSGALG00000033857,NAT8B,"N-acetyltransferase 8B (GCN5-related, putative, gene/pseudogene) [Source:NCBI gene;Acc:776932]",22.4678031927468,0.5881013767841441,0.78500503393704,0.1051275582814111
1083110,ENSGALG00000009415,SMOC1,SPARC related modular calcium binding 1 [Source:NCBI gene;Acc:768688],403.30918940269896,0.5064821791429029,0.78500503393704,0.1051275582814111
1083140,ENSGALG00000011162,CYP46A1,cytochrome P450 family 46 subfamily A member 1 [Source:NCBI gene;Acc:423450],191.259566158675,-0.328262655240989,0.78500503393704,0.1051275582814111
1083310,ENSGALG00000012421,ARHGAP15,Rho GTPase activating protein 15 [Source:NCBI gene;Acc:424303],255.426075671675,-0.29927442718748803,0.78500503393704,0.1051275582814111
1083373,ENSGALG00000008465,SORCS1,sortilin related VPS10 domain containing receptor 1 [Source:NCBI gene;Acc:423885],471.086750515439,-0.38303078151684394,0.78500503393704,0.1051275582814111
1083418,ENSGALG00000051274,B3GALT2,"beta-1,3-galactosyltransferase 2 [Source:NCBI gene;Acc:769122]",152.128105102908,0.410614547195482,0.78500503393704,0.1051275582814111
1083561,ENSGALG00000010543,EPS15,epidermal growth factor receptor pathway substrate 15 [Source:NCBI gene;Acc:424633],2887.6471581334804,-0.38446881974431,0.78500503393704,0.1051275582814111
1083850,ENSGALG00000003427,USP3,ubiquitin specific peptidase 3 [Source:NCBI gene;Acc:415369],1293.74890578414,0.342806776491471,0.78500503393704,0.1051275582814111
1084249,ENSGALG00000002240,C3orf18,chromosome 12 C3orf18 homolog [Source:NCBI gene;Acc:415914],134.866363030235,-0.5584493244128079,0.78500503393704,0.1051275582814111
1084251,ENSGALG00000004342,ORC6,origin recognition complex subunit 6 [Source:NCBI gene;Acc:415749],737.6430814378149,0.38993471142321506,0.78500503393704,0.1051275582814111
1084303,ENSGALG00000006506,C13H5orf15,chromosome 13 C5orf15 homolog [Source:NCBI gene;Acc:416321],1420.4947716287697,0.36973438301468,0.78500503393704,0.1051275582814111
1084305,ENSGALG00000000259,PSMF1,proteasome inhibitor subunit 1 [Source:NCBI gene;Acc:430115],1210.81676900914,-0.49515830064514205,0.78500503393704,0.1051275582814111
1084377,ENSGALG00000005706,HSCB,HscB mitochondrial iron-sulfur cluster cochaperone [Source:NCBI gene;Acc:768938],144.193980703763,0.38699353804003,0.78500503393704,0.1051275582814111
1084581,ENSGALG00000026722,UNC119B,unc-119 lipid binding chaperone B [Source:NCBI gene;Acc:416970],359.66658000137903,0.360068740251038,0.78500503393704,0.1051275582814111
1084641,ENSGALG00000001949,MDH2,malate dehydrogenase 2 [Source:NCBI gene;Acc:417517],19765.901301908998,-0.23664772912683,0.78500503393704,0.1051275582814111
1085901,ENSGALG00000003995,ERAL1,Era like 12S mitochondrial rRNA chaperone 1 [Source:NCBI gene;Acc:374084],154.905022062481,0.516934157586411,0.78500503393704,0.1051275582814111
1086021,ENSGALG00000014607,STARD3,StAR related lipid transfer domain containing 3 [Source:NCBI gene;Acc:770436],116.93224852735901,0.565040531179438,0.78500503393704,0.1051275582814111
1086373,ENSGALG00000007527,ADARB1,"adenosine deaminase, RNA specific B1 [Source:NCBI gene;Acc:374087]",294.721940625619,-0.288851321059243,0.7852774681225391,0.10497686353129324
1086997,ENSGALG00000002882,BNIP1,BCL2 interacting protein 1 [Source:NCBI gene;Acc:416207],591.857456884347,-0.343403526113478,0.7852774681225391,0.10497686353129324
1087221,ENSGALG00000014701,RAP1GAP1,RAP1 GTPase activating protein 1 [Source:NCBI gene;Acc:395647],671.377486521547,-0.35932035137861207,0.785323125691488,0.10495161353414524
1087255,ENSGALG00000008844,SLC31A1,solute carrier family 31 member 1 [Source:NCBI gene;Acc:417268],3836.4155809761796,-0.21745241767103102,0.7854147625266079,0.10490094006128217
1087465,ENSGALG00000039178,CHD9,chromodomain helicase DNA binding protein 9 [Source:NCBI gene;Acc:415722],3669.1010264910797,0.256250793799121,0.7856425867508121,0.10477498310095246
1087489,ENSGALG00000033789,HSP90B1,heat shock protein 90 beta family member 1 [Source:NCBI gene;Acc:374163],21785.980606674,-0.373669740052162,0.7857136289365431,0.10473571354646403
1087995,ENSGALG00000043399,EZH2,enhancer of zeste 2 polycomb repressive complex 2 subunit [Source:NCBI gene;Acc:420784],5661.007792919189,-0.230547662441758,0.7857136289365431,0.10473571354646403
1089561,ENSGALG00000039139,TNS3,tensin 3 [Source:NCBI gene;Acc:420792],1487.82118000906,0.441562157686721,0.7857136289365431,0.10473571354646403
1089621,ENSGALG00000029435,CYP7B1,cytochrome P450 family 7 subfamily B member 1 [Source:HGNC Symbol;Acc:HGNC:2652],67.9153640184572,0.5600210595006321,0.7857136289365431,0.10473571354646403
1089961,ENSGALG00000036539,EFNB1,ephrin B1 [Source:NCBI gene;Acc:395896],178.187236702326,-0.501871858360289,0.7857136289365431,0.10473571354646403
1090195,ENSGALG00000014221,YIPF7,Yip1 domain family member 7 [Source:NCBI gene;Acc:422774],5.20036968825746,1.2232824704349798,0.7857136289365431,0.10473571354646403
1090197,ENSGALG00000033099,PAPOLB,poly(A) polymerase beta [Source:NCBI gene;Acc:395878],5215.5940554292,0.20015706612207898,0.7857136289365431,0.10473571354646403
1090410,ENSGALG00000007593,JAKMIP2,janus kinase and microtubule interacting protein 2 [Source:NCBI gene;Acc:416352],1542.2610108350598,-0.39183348829685705,0.7857136289365431,0.10473571354646403
1090434,ENSGALG00000029390,C15H12ORF65,"chromosome 15 open reading frame, human C12orf65 [Source:NCBI gene;Acc:416827]",698.707342904039,0.262465241958591,0.7857136289365431,0.10473571354646403
1090476,ENSGALG00000003650,NOL11,nucleolar protein 11 [Source:NCBI gene;Acc:417423],1827.4514898699802,0.39573748512234097,0.7857136289365431,0.10473571354646403
1090526,ENSGALG00000005525,SRSF1,serine and arginine rich splicing factor 1 [Source:NCBI gene;Acc:772264],14876.074238291101,0.340433078023285,0.7857136289365431,0.10473571354646403
1090604,ENSGALG00000038902,PIM1,"Pim-1 proto-oncogene, serine/threonine kinase [Source:NCBI gene;Acc:100858838]",994.080852191788,-0.4022613447243579,0.7857136289365431,0.10473571354646403
1095329,ENSGALG00000000156,BRD2,bromodomain containing 2 [Source:NCBI gene;Acc:417049],4952.37393451217,-0.501608011511782,0.7857136289365431,0.10473571354646403
1095516,ENSGALG00000046169,PYM1,"PYM homolog 1, exon junction complex associated factor [Source:NCBI gene;Acc:100858240]",33.6237147296768,-0.644195931699049,0.786045999921036,0.10455203802253354
1095703,ENSGALG00000006233,GALNT11,polypeptide N-acetylgalactosaminyltransferase 11 [Source:NCBI gene;Acc:420436],875.2328961300099,-0.320914980946531,0.7864448675241129,0.1043317175026149
1095835,ENSGALG00000013138,TMEM245,transmembrane protein 245 [Source:NCBI gene;Acc:420957],160.880303043478,0.5455495536379199,0.7864448675241129,0.1043317175026149
1095837,ENSGALG00000013709,TIMM21,translocase of inner mitochondrial membrane 21 homolog (yeast) [Source:NCBI gene;Acc:421016],188.660956707114,0.473804741322555,0.7864448675241129,0.1043317175026149
