,Area,Mean,Image,Date,Treatment,Explant,FOV,Channel,ROI,ROI_ID
89,269.653,2983.145,20221001_nSMase2FLAG_Explant1_RFP;TPMT;PMGFP;Cer_FOV5_Intensity,20221001,nSMase2FLAG,Explant1,FOV5,Ceramide,0004-0326-0616,20221001_nSMase2FLAG_Explant1_RFP;TPMT;PMGFP;Cer_FOV5_Intensity_0004-0326-0616
90,208.736,1635.3,20221001_nSMase2FLAG_Explant1_RFP;TPMT;PMGFP;Cer_FOV5_Intensity,20221001,nSMase2FLAG,Explant1,FOV5,Ceramide,0004-0362-0613,20221001_nSMase2FLAG_Explant1_RFP;TPMT;PMGFP;Cer_FOV5_Intensity_0004-0362-0613
91,358.464,3209.453,20221001_nSMase2FLAG_Explant1_RFP;TPMT;PMGFP;Cer_FOV5_Intensity,20221001,nSMase2FLAG,Explant1,FOV5,Ceramide,0004-0337-0453,20221001_nSMase2FLAG_Explant1_RFP;TPMT;PMGFP;Cer_FOV5_Intensity_0004-0337-0453
92,453.355,2091.931,20221001_nSMase2FLAG_Explant1_RFP;TPMT;PMGFP;Cer_FOV5_Intensity,20221001,nSMase2FLAG,Explant1,FOV5,Ceramide,0004-0363-0520,20221001_nSMase2FLAG_Explant1_RFP;TPMT;PMGFP;Cer_FOV5_Intensity_0004-0363-0520
93,298.859,1677.972,20221001_nSMase2FLAG_Explant1_RFP;TPMT;PMGFP;Cer_FOV5_Intensity,20221001,nSMase2FLAG,Explant1,FOV5,Ceramide,0004-0479-0464,20221001_nSMase2FLAG_Explant1_RFP;TPMT;PMGFP;Cer_FOV5_Intensity_0004-0479-0464
94,271.322,2127.342,20221001_nSMase2FLAG_Explant1_RFP;TPMT;PMGFP;Cer_FOV5_Intensity,20221001,nSMase2FLAG,Explant1,FOV5,Ceramide,0004-0461-0505,20221001_nSMase2FLAG_Explant1_RFP;TPMT;PMGFP;Cer_FOV5_Intensity_0004-0461-0505
95,335.099,1594.495,20221001_nSMase2FLAG_Explant1_RFP;TPMT;PMGFP;Cer_FOV5_Intensity,20221001,nSMase2FLAG,Explant1,FOV5,Ceramide,0004-0499-0591,20221001_nSMase2FLAG_Explant1_RFP;TPMT;PMGFP;Cer_FOV5_Intensity_0004-0499-0591
96,702.503,4193.608,20221001_nSMase2FLAG_Explant1_RFP;TPMT;PMGFP;Cer_FOV5_Intensity,20221001,nSMase2FLAG,Explant1,FOV5,Ceramide,0004-0458-0617,20221001_nSMase2FLAG_Explant1_RFP;TPMT;PMGFP;Cer_FOV5_Intensity_0004-0458-0617
97,302.316,2663.334,20221001_nSMase2FLAG_Explant1_RFP;TPMT;PMGFP;Cer_FOV5_Intensity,20221001,nSMase2FLAG,Explant1,FOV5,Ceramide,0004-0613-0670,20221001_nSMase2FLAG_Explant1_RFP;TPMT;PMGFP;Cer_FOV5_Intensity_0004-0613-0670
98,199.08,3202.953,20221001_nSMase2FLAG_Explant1_RFP;TPMT;PMGFP;Cer_FOV5_Intensity,20221001,nSMase2FLAG,Explant1,FOV5,Ceramide,0004-0644-0622,20221001_nSMase2FLAG_Explant1_RFP;TPMT;PMGFP;Cer_FOV5_Intensity_0004-0644-0622
99,238.062,3107.239,20221001_nSMase2FLAG_Explant1_RFP;TPMT;PMGFP;Cer_FOV5_Intensity,20221001,nSMase2FLAG,Explant1,FOV5,Ceramide,0004-0629-0575,20221001_nSMase2FLAG_Explant1_RFP;TPMT;PMGFP;Cer_FOV5_Intensity_0004-0629-0575
100,304.581,1780.468,20221001_nSMase2FLAG_Explant1_RFP;TPMT;PMGFP;Cer_FOV5_Intensity,20221001,nSMase2FLAG,Explant1,FOV5,Ceramide,0004-0610-0529,20221001_nSMase2FLAG_Explant1_RFP;TPMT;PMGFP;Cer_FOV5_Intensity_0004-0610-0529
101,356.795,1845.427,20221001_nSMase2FLAG_Explant1_RFP;TPMT;PMGFP;Cer_FOV5_Intensity,20221001,nSMase2FLAG,Explant1,FOV5,Ceramide,0004-0601-0367,20221001_nSMase2FLAG_Explant1_RFP;TPMT;PMGFP;Cer_FOV5_Intensity_0004-0601-0367
102,507.834,1499.537,20221001_nSMase2FLAG_Explant1_RFP;TPMT;PMGFP;Cer_FOV5_Intensity,20221001,nSMase2FLAG,Explant1,FOV5,Ceramide,0004-0280-0085,20221001_nSMase2FLAG_Explant1_RFP;TPMT;PMGFP;Cer_FOV5_Intensity_0004-0280-0085
103,375.392,3062.257,20221001_nSMase2FLAG_Explant1_RFP;TPMT;PMGFP;Cer_FOV5_Intensity,20221001,nSMase2FLAG,Explant1,FOV5,Ceramide,0004-0626-0235,20221001_nSMase2FLAG_Explant1_RFP;TPMT;PMGFP;Cer_FOV5_Intensity_0004-0626-0235
104,378.849,2353.872,20221001_nSMase2FLAG_Explant1_RFP;TPMT;PMGFP;Cer_FOV5_Intensity,20221001,nSMase2FLAG,Explant1,FOV5,Ceramide,0004-0726-0322,20221001_nSMase2FLAG_Explant1_RFP;TPMT;PMGFP;Cer_FOV5_Intensity_0004-0726-0322
105,266.553,2309.987,20221001_nSMase2FLAG_Explant1_RFP;TPMT;PMGFP;Cer_FOV5_Intensity,20221001,nSMase2FLAG,Explant1,FOV5,Ceramide,0004-0663-0363,20221001_nSMase2FLAG_Explant1_RFP;TPMT;PMGFP;Cer_FOV5_Intensity_0004-0663-0363
106,212.67,3617.525,20221001_nSMase2FLAG_Explant1_RFP;TPMT;PMGFP;Cer_FOV5_Intensity,20221001,nSMase2FLAG,Explant1,FOV5,Ceramide,0004-0643-0399,20221001_nSMase2FLAG_Explant1_RFP;TPMT;PMGFP;Cer_FOV5_Intensity_0004-0643-0399
107,522.377,3478.332,20221001_nSMase2FLAG_Explant1_RFP;TPMT;PMGFP;Cer_FOV5_Intensity,20221001,nSMase2FLAG,Explant1,FOV5,Ceramide,0004-0480-0071,20221001_nSMase2FLAG_Explant1_RFP;TPMT;PMGFP;Cer_FOV5_Intensity_0004-0480-0071
108,457.646,1900.339,20221001_nSMase2FLAG_Explant1_RFP;TPMT;PMGFP;Cer_FOV5_Intensity,20221001,nSMase2FLAG,Explant1,FOV5,Ceramide,0004-0408-0112,20221001_nSMase2FLAG_Explant1_RFP;TPMT;PMGFP;Cer_FOV5_Intensity_0004-0408-0112
109,285.031,3895.286,20221001_nSMase2FLAG_Explant1_RFP;TPMT;PMGFP;Cer_FOV5_Intensity,20221001,nSMase2FLAG,Explant1,FOV5,Ceramide,0004-0424-0162,20221001_nSMase2FLAG_Explant1_RFP;TPMT;PMGFP;Cer_FOV5_Intensity_0004-0424-0162
110,466.349,2575.467,20221001_nSMase2FLAG_Explant1_RFP;TPMT;PMGFP;Cer_FOV5_Intensity,20221001,nSMase2FLAG,Explant1,FOV5,Ceramide,0004-0535-0206,20221001_nSMase2FLAG_Explant1_RFP;TPMT;PMGFP;Cer_FOV5_Intensity_0004-0535-0206
111,237.347,1367.188,20221001_nSMase2FLAG_Explant1_RFP;TPMT;PMGFP;Cer_FOV5_Intensity,20221001,nSMase2FLAG,Explant1,FOV5,Ceramide,0004-0782-0384,20221001_nSMase2FLAG_Explant1_RFP;TPMT;PMGFP;Cer_FOV5_Intensity_0004-0782-0384
112,302.197,1000.882,20221001_nSMase2FLAG_Explant1_RFP;TPMT;PMGFP;Cer_FOV5_Intensity,20221001,nSMase2FLAG,Explant1,FOV5,Ceramide,0004-0790-0421,20221001_nSMase2FLAG_Explant1_RFP;TPMT;PMGFP;Cer_FOV5_Intensity_0004-0790-0421
113,255.109,2529.725,20221001_nSMase2FLAG_Explant1_RFP;TPMT;PMGFP;Cer_FOV5_Intensity,20221001,nSMase2FLAG,Explant1,FOV5,Ceramide,0004-0895-0520,20221001_nSMase2FLAG_Explant1_RFP;TPMT;PMGFP;Cer_FOV5_Intensity_0004-0895-0520
114,198.484,2651.452,20221001_nSMase2FLAG_Explant1_RFP;TPMT;PMGFP;Cer_FOV5_Intensity,20221001,nSMase2FLAG,Explant1,FOV5,Ceramide,0004-0857-0517,20221001_nSMase2FLAG_Explant1_RFP;TPMT;PMGFP;Cer_FOV5_Intensity_0004-0857-0517
115,317.933,3044.745,20221001_nSMase2FLAG_Explant1_RFP;TPMT;PMGFP;Cer_FOV5_Intensity,20221001,nSMase2FLAG,Explant1,FOV5,Ceramide,0004-0166-0345,20221001_nSMase2FLAG_Explant1_RFP;TPMT;PMGFP;Cer_FOV5_Intensity_0004-0166-0345
116,402.333,3462.203,20221001_nSMase2FLAG_Explant1_RFP;TPMT;PMGFP;Cer_FOV5_Intensity,20221001,nSMase2FLAG,Explant1,FOV5,Ceramide,0004-0762-0154,20221001_nSMase2FLAG_Explant1_RFP;TPMT;PMGFP;Cer_FOV5_Intensity_0004-0762-0154
49,275.852,1958.503,20221001_H2BRFP_Explant1_RFP;TPMT;PMGFP;Cer_FOV4_Intensity,20221001,H2BRFP,Explant1,FOV4,Ceramide,0004-0743-0918,20221001_H2BRFP_Explant1_RFP;TPMT;PMGFP;Cer_FOV4_Intensity_0004-0743-0918
50,469.21,1352.013,20221001_H2BRFP_Explant1_RFP;TPMT;PMGFP;Cer_FOV4_Intensity,20221001,H2BRFP,Explant1,FOV4,Ceramide,0004-0673-0981,20221001_H2BRFP_Explant1_RFP;TPMT;PMGFP;Cer_FOV4_Intensity_0004-0673-0981
51,362.04,2612.048,20221001_H2BRFP_Explant1_RFP;TPMT;PMGFP;Cer_FOV4_Intensity,20221001,H2BRFP,Explant1,FOV4,Ceramide,0004-0653-0882,20221001_H2BRFP_Explant1_RFP;TPMT;PMGFP;Cer_FOV4_Intensity_0004-0653-0882
52,360.61,1469.236,20221001_H2BRFP_Explant1_RFP;TPMT;PMGFP;Cer_FOV4_Intensity,20221001,H2BRFP,Explant1,FOV4,Ceramide,0004-0673-0722,20221001_H2BRFP_Explant1_RFP;TPMT;PMGFP;Cer_FOV4_Intensity_0004-0673-0722
53,324.847,2211.916,20221001_H2BRFP_Explant1_RFP;TPMT;PMGFP;Cer_FOV4_Intensity,20221001,H2BRFP,Explant1,FOV4,Ceramide,0004-0512-0751,20221001_H2BRFP_Explant1_RFP;TPMT;PMGFP;Cer_FOV4_Intensity_0004-0512-0751
54,218.988,1602.327,20221001_H2BRFP_Explant1_RFP;TPMT;PMGFP;Cer_FOV4_Intensity,20221001,H2BRFP,Explant1,FOV4,Ceramide,0004-0385-0796,20221001_H2BRFP_Explant1_RFP;TPMT;PMGFP;Cer_FOV4_Intensity_0004-0385-0796
55,205.637,1233.706,20221001_H2BRFP_Explant1_RFP;TPMT;PMGFP;Cer_FOV4_Intensity,20221001,H2BRFP,Explant1,FOV4,Ceramide,0004-0421-0886,20221001_H2BRFP_Explant1_RFP;TPMT;PMGFP;Cer_FOV4_Intensity_0004-0421-0886
56,284.673,853.647,20221001_H2BRFP_Explant1_RFP;TPMT;PMGFP;Cer_FOV4_Intensity,20221001,H2BRFP,Explant1,FOV4,Ceramide,0004-0291-0906,20221001_H2BRFP_Explant1_RFP;TPMT;PMGFP;Cer_FOV4_Intensity_0004-0291-0906
57,206.114,1630.79,20221001_H2BRFP_Explant1_RFP;TPMT;PMGFP;Cer_FOV4_Intensity,20221001,H2BRFP,Explant1,FOV4,Ceramide,0004-0415-0614,20221001_H2BRFP_Explant1_RFP;TPMT;PMGFP;Cer_FOV4_Intensity_0004-0415-0614
58,209.571,2598.848,20221001_H2BRFP_Explant1_RFP;TPMT;PMGFP;Cer_FOV4_Intensity,20221001,H2BRFP,Explant1,FOV4,Ceramide,0004-0655-0480,20221001_H2BRFP_Explant1_RFP;TPMT;PMGFP;Cer_FOV4_Intensity_0004-0655-0480
59,203.61,1500.265,20221001_H2BRFP_Explant1_RFP;TPMT;PMGFP;Cer_FOV4_Intensity,20221001,H2BRFP,Explant1,FOV4,Ceramide,0004-0614-0495,20221001_H2BRFP_Explant1_RFP;TPMT;PMGFP;Cer_FOV4_Intensity_0004-0614-0495
60,352.384,1990.608,20221001_H2BRFP_Explant1_RFP;TPMT;PMGFP;Cer_FOV4_Intensity,20221001,H2BRFP,Explant1,FOV4,Ceramide,0004-0626-0590,20221001_H2BRFP_Explant1_RFP;TPMT;PMGFP;Cer_FOV4_Intensity_0004-0626-0590
61,252.367,3483.083,20221001_H2BRFP_Explant1_RFP;TPMT;PMGFP;Cer_FOV4_Intensity,20221001,H2BRFP,Explant1,FOV4,Ceramide,0004-0582-0612,20221001_H2BRFP_Explant1_RFP;TPMT;PMGFP;Cer_FOV4_Intensity_0004-0582-0612
62,329.019,2916.302,20221001_H2BRFP_Explant1_RFP;TPMT;PMGFP;Cer_FOV4_Intensity,20221001,H2BRFP,Explant1,FOV4,Ceramide,0004-0851-0317,20221001_H2BRFP_Explant1_RFP;TPMT;PMGFP;Cer_FOV4_Intensity_0004-0851-0317
63,228.406,2256.961,20221001_H2BRFP_Explant1_RFP;TPMT;PMGFP;Cer_FOV4_Intensity,20221001,H2BRFP,Explant1,FOV4,Ceramide,0004-0793-0290,20221001_H2BRFP_Explant1_RFP;TPMT;PMGFP;Cer_FOV4_Intensity_0004-0793-0290
64,592.473,831.908,20221001_H2BRFP_Explant1_RFP;TPMT;PMGFP;Cer_FOV4_Intensity,20221001,H2BRFP,Explant1,FOV4,Ceramide,0004-0149-0119,20221001_H2BRFP_Explant1_RFP;TPMT;PMGFP;Cer_FOV4_Intensity_0004-0149-0119
65,518.086,1227.025,20221001_H2BRFP_Explant1_RFP;TPMT;PMGFP;Cer_FOV4_Intensity,20221001,H2BRFP,Explant1,FOV4,Ceramide,0004-0300-0054,20221001_H2BRFP_Explant1_RFP;TPMT;PMGFP;Cer_FOV4_Intensity_0004-0300-0054
66,276.686,951.548,20221001_H2BRFP_Explant1_RFP;TPMT;PMGFP;Cer_FOV4_Intensity,20221001,H2BRFP,Explant1,FOV4,Ceramide,0004-0630-0123,20221001_H2BRFP_Explant1_RFP;TPMT;PMGFP;Cer_FOV4_Intensity_0004-0630-0123
67,283.6,1272.675,20221001_H2BRFP_Explant1_RFP;TPMT;PMGFP;Cer_FOV4_Intensity,20221001,H2BRFP,Explant1,FOV4,Ceramide,0004-0520-0175,20221001_H2BRFP_Explant1_RFP;TPMT;PMGFP;Cer_FOV4_Intensity_0004-0520-0175
68,409.724,1584.603,20221001_H2BRFP_Explant1_RFP;TPMT;PMGFP;Cer_FOV4_Intensity,20221001,H2BRFP,Explant1,FOV4,Ceramide,0004-0374-0489,20221001_H2BRFP_Explant1_RFP;TPMT;PMGFP;Cer_FOV4_Intensity_0004-0374-0489
69,245.572,1199.698,20221001_H2BRFP_Explant1_RFP;TPMT;PMGFP;Cer_FOV4_Intensity,20221001,H2BRFP,Explant1,FOV4,Ceramide,0004-0329-0522,20221001_H2BRFP_Explant1_RFP;TPMT;PMGFP;Cer_FOV4_Intensity_0004-0329-0522
70,230.313,1284.979,20221001_H2BRFP_Explant1_RFP;TPMT;PMGFP;Cer_FOV4_Intensity,20221001,H2BRFP,Explant1,FOV4,Ceramide,0004-0318-0211,20221001_H2BRFP_Explant1_RFP;TPMT;PMGFP;Cer_FOV4_Intensity_0004-0318-0211
71,247.003,685.536,20221001_H2BRFP_Explant1_RFP;TPMT;PMGFP;Cer_FOV4_Intensity,20221001,H2BRFP,Explant1,FOV4,Ceramide,0004-0326-0165,20221001_H2BRFP_Explant1_RFP;TPMT;PMGFP;Cer_FOV4_Intensity_0004-0326-0165
111,369.431,2628.053,20221001_nSMase2FLAG_Explant2_RFP;TPMT;PMGFP;Cer_FOV1_Intensity,20221001,nSMase2FLAG,Explant2,FOV1,Ceramide,0004-0986-0064,20221001_nSMase2FLAG_Explant2_RFP;TPMT;PMGFP;Cer_FOV1_Intensity_0004-0986-0064
112,308.634,770.523,20221001_nSMase2FLAG_Explant2_RFP;TPMT;PMGFP;Cer_FOV1_Intensity,20221001,nSMase2FLAG,Explant2,FOV1,Ceramide,0004-0745-0134,20221001_nSMase2FLAG_Explant2_RFP;TPMT;PMGFP;Cer_FOV1_Intensity_0004-0745-0134
113,299.693,2366.467,20221001_nSMase2FLAG_Explant2_RFP;TPMT;PMGFP;Cer_FOV1_Intensity,20221001,nSMase2FLAG,Explant2,FOV1,Ceramide,0004-0718-0170,20221001_nSMase2FLAG_Explant2_RFP;TPMT;PMGFP;Cer_FOV1_Intensity_0004-0718-0170
114,184.418,1371.981,20221001_nSMase2FLAG_Explant2_RFP;TPMT;PMGFP;Cer_FOV1_Intensity,20221001,nSMase2FLAG,Explant2,FOV1,Ceramide,0004-0762-0226,20221001_nSMase2FLAG_Explant2_RFP;TPMT;PMGFP;Cer_FOV1_Intensity_0004-0762-0226
115,466.468,849.072,20221001_nSMase2FLAG_Explant2_RFP;TPMT;PMGFP;Cer_FOV1_Intensity,20221001,nSMase2FLAG,Explant2,FOV1,Ceramide,0004-0745-0256,20221001_nSMase2FLAG_Explant2_RFP;TPMT;PMGFP;Cer_FOV1_Intensity_0004-0745-0256
116,337.364,1018.757,20221001_nSMase2FLAG_Explant2_RFP;TPMT;PMGFP;Cer_FOV1_Intensity,20221001,nSMase2FLAG,Explant2,FOV1,Ceramide,0004-0730-0308,20221001_nSMase2FLAG_Explant2_RFP;TPMT;PMGFP;Cer_FOV1_Intensity_0004-0730-0308
117,240.685,1931.017,20221001_nSMase2FLAG_Explant2_RFP;TPMT;PMGFP;Cer_FOV1_Intensity,20221001,nSMase2FLAG,Explant2,FOV1,Ceramide,0004-0659-0335,20221001_nSMase2FLAG_Explant2_RFP;TPMT;PMGFP;Cer_FOV1_Intensity_0004-0659-0335
118,132.8,1036.072,20221001_nSMase2FLAG_Explant2_RFP;TPMT;PMGFP;Cer_FOV1_Intensity,20221001,nSMase2FLAG,Explant2,FOV1,Ceramide,0004-0601-0141,20221001_nSMase2FLAG_Explant2_RFP;TPMT;PMGFP;Cer_FOV1_Intensity_0004-0601-0141
119,229.717,1269.182,20221001_nSMase2FLAG_Explant2_RFP;TPMT;PMGFP;Cer_FOV1_Intensity,20221001,nSMase2FLAG,Explant2,FOV1,Ceramide,0004-0567-0119,20221001_nSMase2FLAG_Explant2_RFP;TPMT;PMGFP;Cer_FOV1_Intensity_0004-0567-0119
120,308.992,954.215,20221001_nSMase2FLAG_Explant2_RFP;TPMT;PMGFP;Cer_FOV1_Intensity,20221001,nSMase2FLAG,Explant2,FOV1,Ceramide,0004-0555-0190,20221001_nSMase2FLAG_Explant2_RFP;TPMT;PMGFP;Cer_FOV1_Intensity_0004-0555-0190
121,276.09,1444.785,20221001_nSMase2FLAG_Explant2_RFP;TPMT;PMGFP;Cer_FOV1_Intensity,20221001,nSMase2FLAG,Explant2,FOV1,Ceramide,0004-0511-0181,20221001_nSMase2FLAG_Explant2_RFP;TPMT;PMGFP;Cer_FOV1_Intensity_0004-0511-0181
122,331.761,2151.12,20221001_nSMase2FLAG_Explant2_RFP;TPMT;PMGFP;Cer_FOV1_Intensity,20221001,nSMase2FLAG,Explant2,FOV1,Ceramide,0004-0495-0265,20221001_nSMase2FLAG_Explant2_RFP;TPMT;PMGFP;Cer_FOV1_Intensity_0004-0495-0265
123,258.328,579.569,20221001_nSMase2FLAG_Explant2_RFP;TPMT;PMGFP;Cer_FOV1_Intensity,20221001,nSMase2FLAG,Explant2,FOV1,Ceramide,0004-0285-0212,20221001_nSMase2FLAG_Explant2_RFP;TPMT;PMGFP;Cer_FOV1_Intensity_0004-0285-0212
124,369.55,1594.758,20221001_nSMase2FLAG_Explant2_RFP;TPMT;PMGFP;Cer_FOV1_Intensity,20221001,nSMase2FLAG,Explant2,FOV1,Ceramide,0004-0282-0162,20221001_nSMase2FLAG_Explant2_RFP;TPMT;PMGFP;Cer_FOV1_Intensity_0004-0282-0162
125,329.973,2933.339,20221001_nSMase2FLAG_Explant2_RFP;TPMT;PMGFP;Cer_FOV1_Intensity,20221001,nSMase2FLAG,Explant2,FOV1,Ceramide,0004-0313-0111,20221001_nSMase2FLAG_Explant2_RFP;TPMT;PMGFP;Cer_FOV1_Intensity_0004-0313-0111
126,274.898,1546.269,20221001_nSMase2FLAG_Explant2_RFP;TPMT;PMGFP;Cer_FOV1_Intensity,20221001,nSMase2FLAG,Explant2,FOV1,Ceramide,0004-0356-0120,20221001_nSMase2FLAG_Explant2_RFP;TPMT;PMGFP;Cer_FOV1_Intensity_0004-0356-0120
127,560.405,1345.278,20221001_nSMase2FLAG_Explant2_RFP;TPMT;PMGFP;Cer_FOV1_Intensity,20221001,nSMase2FLAG,Explant2,FOV1,Ceramide,0004-0265-0086,20221001_nSMase2FLAG_Explant2_RFP;TPMT;PMGFP;Cer_FOV1_Intensity_0004-0265-0086
128,383.856,1472.206,20221001_nSMase2FLAG_Explant2_RFP;TPMT;PMGFP;Cer_FOV1_Intensity,20221001,nSMase2FLAG,Explant2,FOV1,Ceramide,0004-0172-0118,20221001_nSMase2FLAG_Explant2_RFP;TPMT;PMGFP;Cer_FOV1_Intensity_0004-0172-0118
129,252.963,850.614,20221001_nSMase2FLAG_Explant2_RFP;TPMT;PMGFP;Cer_FOV1_Intensity,20221001,nSMase2FLAG,Explant2,FOV1,Ceramide,0004-0197-0193,20221001_nSMase2FLAG_Explant2_RFP;TPMT;PMGFP;Cer_FOV1_Intensity_0004-0197-0193
130,412.347,816.026,20221001_nSMase2FLAG_Explant2_RFP;TPMT;PMGFP;Cer_FOV1_Intensity,20221001,nSMase2FLAG,Explant2,FOV1,Ceramide,0004-0135-0185,20221001_nSMase2FLAG_Explant2_RFP;TPMT;PMGFP;Cer_FOV1_Intensity_0004-0135-0185
131,246.884,702.418,20221001_nSMase2FLAG_Explant2_RFP;TPMT;PMGFP;Cer_FOV1_Intensity,20221001,nSMase2FLAG,Explant2,FOV1,Ceramide,0004-0089-0151,20221001_nSMase2FLAG_Explant2_RFP;TPMT;PMGFP;Cer_FOV1_Intensity_0004-0089-0151
132,238.539,602.671,20221001_nSMase2FLAG_Explant2_RFP;TPMT;PMGFP;Cer_FOV1_Intensity,20221001,nSMase2FLAG,Explant2,FOV1,Ceramide,0004-0171-0236,20221001_nSMase2FLAG_Explant2_RFP;TPMT;PMGFP;Cer_FOV1_Intensity_0004-0171-0236
133,230.433,288.244,20221001_nSMase2FLAG_Explant2_RFP;TPMT;PMGFP;Cer_FOV1_Intensity,20221001,nSMase2FLAG,Explant2,FOV1,Ceramide,0004-0117-0254,20221001_nSMase2FLAG_Explant2_RFP;TPMT;PMGFP;Cer_FOV1_Intensity_0004-0117-0254
134,209.452,494.152,20221001_nSMase2FLAG_Explant2_RFP;TPMT;PMGFP;Cer_FOV1_Intensity,20221001,nSMase2FLAG,Explant2,FOV1,Ceramide,0004-0184-0475,20221001_nSMase2FLAG_Explant2_RFP;TPMT;PMGFP;Cer_FOV1_Intensity_0004-0184-0475
135,134.349,436.751,20221001_nSMase2FLAG_Explant2_RFP;TPMT;PMGFP;Cer_FOV1_Intensity,20221001,nSMase2FLAG,Explant2,FOV1,Ceramide,0004-0190-0441,20221001_nSMase2FLAG_Explant2_RFP;TPMT;PMGFP;Cer_FOV1_Intensity_0004-0190-0441
136,176.431,1521.403,20221001_nSMase2FLAG_Explant2_RFP;TPMT;PMGFP;Cer_FOV1_Intensity,20221001,nSMase2FLAG,Explant2,FOV1,Ceramide,0004-0108-0422,20221001_nSMase2FLAG_Explant2_RFP;TPMT;PMGFP;Cer_FOV1_Intensity_0004-0108-0422
137,169.397,1894.937,20221001_nSMase2FLAG_Explant2_RFP;TPMT;PMGFP;Cer_FOV1_Intensity,20221001,nSMase2FLAG,Explant2,FOV1,Ceramide,0004-0118-0720,20221001_nSMase2FLAG_Explant2_RFP;TPMT;PMGFP;Cer_FOV1_Intensity_0004-0118-0720
138,197.173,620.677,20221001_nSMase2FLAG_Explant2_RFP;TPMT;PMGFP;Cer_FOV1_Intensity,20221001,nSMase2FLAG,Explant2,FOV1,Ceramide,0004-0121-0892,20221001_nSMase2FLAG_Explant2_RFP;TPMT;PMGFP;Cer_FOV1_Intensity_0004-0121-0892
139,157.357,2174.673,20221001_nSMase2FLAG_Explant2_RFP;TPMT;PMGFP;Cer_FOV1_Intensity,20221001,nSMase2FLAG,Explant2,FOV1,Ceramide,0004-0099-0930,20221001_nSMase2FLAG_Explant2_RFP;TPMT;PMGFP;Cer_FOV1_Intensity_0004-0099-0930
140,397.565,983.368,20221001_nSMase2FLAG_Explant2_RFP;TPMT;PMGFP;Cer_FOV1_Intensity,20221001,nSMase2FLAG,Explant2,FOV1,Ceramide,0004-0255-0886,20221001_nSMase2FLAG_Explant2_RFP;TPMT;PMGFP;Cer_FOV1_Intensity_0004-0255-0886
141,218.631,972.314,20221001_nSMase2FLAG_Explant2_RFP;TPMT;PMGFP;Cer_FOV1_Intensity,20221001,nSMase2FLAG,Explant2,FOV1,Ceramide,0004-0312-0864,20221001_nSMase2FLAG_Explant2_RFP;TPMT;PMGFP;Cer_FOV1_Intensity_0004-0312-0864
142,267.745,766.959,20221001_nSMase2FLAG_Explant2_RFP;TPMT;PMGFP;Cer_FOV1_Intensity,20221001,nSMase2FLAG,Explant2,FOV1,Ceramide,0004-0228-0771,20221001_nSMase2FLAG_Explant2_RFP;TPMT;PMGFP;Cer_FOV1_Intensity_0004-0228-0771
143,246.287,736.186,20221001_nSMase2FLAG_Explant2_RFP;TPMT;PMGFP;Cer_FOV1_Intensity,20221001,nSMase2FLAG,Explant2,FOV1,Ceramide,0004-0296-0759,20221001_nSMase2FLAG_Explant2_RFP;TPMT;PMGFP;Cer_FOV1_Intensity_0004-0296-0759
144,205.399,1722.727,20221001_nSMase2FLAG_Explant2_RFP;TPMT;PMGFP;Cer_FOV1_Intensity,20221001,nSMase2FLAG,Explant2,FOV1,Ceramide,0004-0430-0885,20221001_nSMase2FLAG_Explant2_RFP;TPMT;PMGFP;Cer_FOV1_Intensity_0004-0430-0885
145,139.833,877.413,20221001_nSMase2FLAG_Explant2_RFP;TPMT;PMGFP;Cer_FOV1_Intensity,20221001,nSMase2FLAG,Explant2,FOV1,Ceramide,0004-0368-0885,20221001_nSMase2FLAG_Explant2_RFP;TPMT;PMGFP;Cer_FOV1_Intensity_0004-0368-0885
146,193.358,933.121,20221001_nSMase2FLAG_Explant2_RFP;TPMT;PMGFP;Cer_FOV1_Intensity,20221001,nSMase2FLAG,Explant2,FOV1,Ceramide,0004-0489-0783,20221001_nSMase2FLAG_Explant2_RFP;TPMT;PMGFP;Cer_FOV1_Intensity_0004-0489-0783
147,230.79,768.138,20221001_nSMase2FLAG_Explant2_RFP;TPMT;PMGFP;Cer_FOV1_Intensity,20221001,nSMase2FLAG,Explant2,FOV1,Ceramide,0004-0404-0796,20221001_nSMase2FLAG_Explant2_RFP;TPMT;PMGFP;Cer_FOV1_Intensity_0004-0404-0796
148,396.134,705.484,20221001_nSMase2FLAG_Explant2_RFP;TPMT;PMGFP;Cer_FOV1_Intensity,20221001,nSMase2FLAG,Explant2,FOV1,Ceramide,0004-0353-0620,20221001_nSMase2FLAG_Explant2_RFP;TPMT;PMGFP;Cer_FOV1_Intensity_0004-0353-0620
149,425.698,1964.833,20221001_nSMase2FLAG_Explant2_RFP;TPMT;PMGFP;Cer_FOV1_Intensity,20221001,nSMase2FLAG,Explant2,FOV1,Ceramide,0004-0924-0725,20221001_nSMase2FLAG_Explant2_RFP;TPMT;PMGFP;Cer_FOV1_Intensity_0004-0924-0725
150,415.565,1294.844,20221001_nSMase2FLAG_Explant2_RFP;TPMT;PMGFP;Cer_FOV1_Intensity,20221001,nSMase2FLAG,Explant2,FOV1,Ceramide,0004-0759-0935,20221001_nSMase2FLAG_Explant2_RFP;TPMT;PMGFP;Cer_FOV1_Intensity_0004-0759-0935
